tick,t_ms,joint,q,dq,q_traj,dq_traj,q_des,target,target_raw,q_env_lo,q_env_hi,lead,lead_sat,settle_error,phase,friction_mode,tau_p,tau_g,tau_f,tau_d,tau_ff_cmd,tau_meas,dq_mit,kp,kd,joint_stuck,planner_frozen
23,115,right_shoulder_pitch,0.016875,0.191768,0.032216,0.540000,0.032216,1.484000,1.484000,-0.872665,3.133000,0.015341,0,1.467125,Accelerate,traj_vel,0.122732,0.041714,0.150000,0.860122,1.051836,0.811182,0.540000,8.000,2.000,0,0
24,120,right_shoulder_pitch,0.021476,0.287623,0.035029,0.562500,0.035029,1.484000,1.484000,-0.872665,3.131172,0.013552,0,1.462524,Accelerate,traj_vel,0.108416,0.053088,0.150000,0.816280,1.019368,0.642718,0.562500,8.000,2.000,0,0
25,125,right_shoulder_pitch,0.027229,0.359451,0.037954,0.585000,0.037954,1.484000,1.484000,-0.872665,3.129287,0.010725,0,1.456771,Accelerate,traj_vel,0.085797,0.067305,0.150000,0.758734,0.976039,0.900908,0.585000,8.000,2.000,0,0
26,130,right_shoulder_pitch,0.034899,0.479465,0.040991,0.607500,0.040991,1.484000,1.484000,-0.872665,3.127347,0.006092,0,1.449101,Accelerate,traj_vel,0.048738,0.086257,0.150000,0.666818,0.903075,0.845972,0.607500,8.000,2.000,0,0
27,135,right_shoulder_pitch,0.043336,0.527359,0.044141,0.630000,0.044141,1.484000,1.484000,-0.872665,3.125350,0.000805,0,1.440664,Accelerate,traj_vel,0.006437,0.107099,0.150000,0.585184,0.842284,1.234170,0.630000,8.000,2.000,0,0
28,140,right_shoulder_pitch,0.051390,0.503331,0.047404,0.652500,0.051390,1.484000,1.484000,-0.872665,3.123297,0.000000,0,1.432610,Accelerate,traj_vel,0.000000,0.126986,0.150000,0.547223,0.824209,0.554827,0.652500,8.000,2.000,0,0
29,145,right_shoulder_pitch,0.062128,0.671174,0.050779,0.675000,0.062128,1.484000,1.484000,-0.872665,3.121188,0.000000,0,1.421872,Accelerate,traj_vel,0.000000,0.153490,0.150000,0.446080,0.749570,0.481582,0.675000,8.000,2.000,0,0
30,150,right_shoulder_pitch,0.072483,0.647148,0.054266,0.697500,0.072483,1.484000,1.484000,-0.872665,3.119022,0.000000,0,1.411517,Accelerate,traj_vel,0.000000,0.179029,0.150000,0.393486,0.722515,0.763575,0.697500,8.000,2.000,0,0
31,155,right_shoulder_pitch,0.081687,0.575232,0.057866,0.720000,0.081687,1.484000,1.484000,-0.872665,3.116800,0.000000,0,1.402313,Accelerate,traj_vel,0.000000,0.201715,0.150000,0.401249,0.752964,0.948515,0.720000,8.000,2.000,0,0
32,160,right_shoulder_pitch,0.091275,0.599271,0.061579,0.742500,0.091275,1.484000,1.484000,-0.872665,3.114522,0.000000,0,1.392725,Accelerate,traj_vel,0.000000,0.225329,0.150000,0.406301,0.781630,-0.020142,0.742500,8.000,2.000,0,0
33,165,right_shoulder_pitch,0.103930,0.790956,0.065404,0.765000,0.065404,1.484000,1.484000,-0.872665,3.112188,-0.038527,0,1.380070,Accelerate,traj_vel,-0.308213,0.256466,0.000000,0.325498,0.581963,0.668356,0.765000,8.000,2.000,0,0
34,170,right_shoulder_pitch,0.114669,0.671091,0.069341,0.787500,0.069341,1.484000,1.484000,-0.872665,3.109797,-0.045328,0,1.369331,Accelerate,traj_vel,-0.362622,0.282854,0.150000,0.336078,0.768932,1.010774,0.787500,8.000,2.000,0,0
35,175,right_shoulder_pitch,0.123873,0.575303,0.073391,0.810000,0.073873,1.484000,1.484000,-0.872665,3.107350,-0.050000,1,1.360127,Accelerate,traj_vel,-0.400000,0.305446,0.150000,0.403157,0.858602,0.186775,0.810000,8.000,2.000,0,0
36,180,right_shoulder_pitch,0.134611,0.671121,0.077554,0.832500,0.084611,1.484000,1.484000,-0.872665,3.104847,-0.050000,1,1.349389,Accelerate,traj_vel,-0.400000,0.331769,0.150000,0.416807,0.898576,0.091556,0.832500,8.000,2.000,0,0
37,185,right_shoulder_pitch,0.145733,0.695110,0.081829,0.855000,0.095733,1.484000,1.484000,-0.872665,3.102288,-0.050000,1,1.338267,Accelerate,traj_vel,-0.400000,0.358995,0.150000,0.426300,0.935295,0.668356,0.855000,8.000,2.000,0,0
38,190,right_shoulder_pitch,0.155320,0.599231,0.086216,0.877500,0.105320,1.484000,1.484000,-0.872665,3.099672,-0.050000,1,1.328680,Accelerate,traj_vel,-0.400000,0.382428,0.150000,0.492610,1.025037,0.525527,0.877500,8.000,2.000,0,0
39,195,right_shoulder_pitch,0.164141,0.551313,0.090716,0.900000,0.114141,1.484000,1.484000,-0.872665,3.097000,-0.050000,1,1.319859,Accelerate,traj_vel,-0.400000,0.403957,0.150000,0.577551,1.131508,0.190437,0.900000,8.000,2.000,0,0
40,200,right_shoulder_pitch,0.173729,0.599218,0.095329,0.922500,0.123729,1.484000,1.484000,-0.872665,3.094272,-0.050000,1,1.310271,Accelerate,traj_vel,-0.400000,0.427321,0.150000,0.628554,1.205875,0.633563,0.922500,8.000,2.000,0,0
41,205,right_shoulder_pitch,0.181782,0.503254,0.100054,0.945000,0.131782,1.484000,1.484000,-0.872665,3.091487,-0.050000,1,1.302218,Accelerate,traj_vel,-0.400000,0.446916,0.150000,0.726039,1.322955,1.107820,0.945000,8.000,2.000,0,0
42,210,right_shoulder_pitch,0.189069,0.455518,0.104891,0.967500,0.139069,1.484000,1.484000,-0.872665,3.088647,-0.050000,1,1.294931,Accelerate,traj_vel,-0.400000,0.464622,0.150000,0.834270,1.448892,0.552996,0.967500,8.000,2.000,0,0
43,215,right_shoulder_pitch,0.198273,0.575242,0.109841,0.990000,0.148273,1.484000,1.484000,-0.872665,3.085750,-0.050000,1,1.285727,Accelerate,traj_vel,-0.400000,0.486949,0.150000,0.866831,1.503781,0.459609,0.990000,8.000,2.000,0,0
44,220,right_shoulder_pitch,0.206710,0.527312,0.114841,1.000000,0.156710,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,1.277290,Cruise,traj_vel,-0.400000,0.507380,0.150000,0.901468,1.558848,0.950346,1.000000,8.000,2.000,0,0
45,225,right_shoulder_pitch,0.215148,0.527255,0.119841,1.000000,0.165148,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,1.268852,Cruise,traj_vel,-0.400000,0.527777,0.150000,0.912473,1.590250,1.248819,1.000000,8.000,2.000,0,0
46,230,right_shoulder_pitch,0.222434,0.455480,0.124841,1.000000,0.172434,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,1.261566,Cruise,traj_vel,-0.400000,0.545360,0.150000,0.956615,1.651975,0.977812,1.000000,8.000,2.000,0,0
47,235,right_shoulder_pitch,0.232405,0.623183,0.129841,1.000000,0.182405,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,1.251595,Cruise,traj_vel,-0.400000,0.569375,0.150000,0.905870,1.625244,0.542010,1.000000,8.000,2.000,0,0
48,240,right_shoulder_pitch,0.241993,0.599261,0.134841,1.000000,0.191993,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,1.242007,Cruise,traj_vel,-0.400000,0.592414,0.150000,0.879772,1.622186,1.309243,1.000000,8.000,2.000,0,0
49,245,right_shoulder_pitch,0.251580,0.599209,0.139841,1.000000,0.201580,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,1.232420,Cruise,traj_vel,-0.400000,0.615397,0.150000,0.860224,1.625621,1.362348,1.000000,8.000,2.000,0,0
50,250,right_shoulder_pitch,0.260401,0.551133,0.144841,1.000000,0.210401,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,1.223599,Cruise,traj_vel,-0.400000,0.636493,0.150000,0.869602,1.656095,0.853297,1.000000,8.000,2.000,0,0
51,255,right_shoulder_pitch,0.271906,0.719295,0.149841,1.000000,0.221906,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,1.212094,Cruise,traj_vel,-0.400000,0.663933,0.150000,0.792554,1.606487,0.811182,1.000000,8.000,2.000,0,0
52,260,right_shoulder_pitch,0.282645,0.671169,0.154841,1.000000,0.232645,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,1.201355,Cruise,traj_vel,-0.400000,0.689466,0.150000,0.758830,1.598296,1.519822,1.000000,8.000,2.000,0,0
53,265,right_shoulder_pitch,0.292232,0.599176,0.159841,1.000000,0.242232,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,1.191768,Cruise,traj_vel,-0.400000,0.712195,0.150000,0.769535,1.631729,1.170080,1.000000,8.000,2.000,0,0
54,270,right_shoulder_pitch,0.302970,0.671148,0.164841,1.000000,0.252970,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,1.181030,Cruise,traj_vel,-0.400000,0.737573,0.150000,0.741577,1.629150,0.472426,1.000000,8.000,2.000,0,0
55,275,right_shoulder_pitch,0.314859,0.743075,0.169841,1.000000,0.264859,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,1.169141,Cruise,traj_vel,-0.400000,0.765573,0.150000,0.684645,1.600218,1.508836,1.000000,8.000,2.000,0,0
56,280,right_shoulder_pitch,0.324830,0.623182,0.174841,1.000000,0.274830,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,1.159170,Cruise,traj_vel,-0.400000,0.788972,0.150000,0.701893,1.640865,1.184728,1.000000,8.000,2.000,0,0
57,285,right_shoulder_pitch,0.335185,0.647195,0.179841,1.000000,0.285185,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,1.148815,Cruise,traj_vel,-0.400000,0.813189,0.150000,0.702822,1.666011,0.624408,1.000000,8.000,2.000,0,0
58,290,right_shoulder_pitch,0.347074,0.743020,0.184841,1.000000,0.297074,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,1.136926,Cruise,traj_vel,-0.400000,0.840885,0.150000,0.655606,1.646492,1.063875,1.000000,8.000,2.000,0,0
59,295,right_shoulder_pitch,0.357812,0.671164,0.189841,1.000000,0.307812,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,1.126188,Cruise,traj_vel,-0.400000,0.865800,0.150000,0.656123,1.671923,1.585743,1.000000,8.000,2.000,0,0
60,300,right_shoulder_pitch,0.367400,0.599190,0.194841,1.000000,0.317400,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,1.116600,Cruise,traj_vel,-0.400000,0.887960,0.150000,0.692497,1.730457,0.759909,1.000000,8.000,2.000,0,0
61,305,right_shoulder_pitch,0.378904,0.716484,0.199841,1.000000,0.328904,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,1.105096,Cruise,traj_vel,-0.400000,0.914444,0.150000,0.661131,1.725575,1.093172,1.000000,8.000,2.000,0,0
62,310,right_shoulder_pitch,0.390410,0.720393,0.204841,1.000000,0.340410,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,1.093590,Cruise,traj_vel,-0.400000,0.940809,0.150000,0.635651,1.726460,1.647999,1.000000,8.000,2.000,0,0
63,315,right_shoulder_pitch,0.399231,0.441335,0.209841,1.000000,0.349231,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,1.084769,Cruise,traj_vel,-0.400000,0.960936,0.150000,0.756071,1.867008,1.045564,1.000000,8.000,2.000,0,0
64,320,right_shoulder_pitch,0.413421,0.886578,0.214841,1.000000,0.363421,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,1.070579,Cruise,traj_vel,-0.400000,0.993160,0.150000,0.623764,1.766924,1.199377,1.000000,8.000,2.000,0,0
65,325,right_shoulder_pitch,0.424158,0.537421,0.219841,1.000000,0.374158,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,1.059842,Cruise,traj_vel,-0.400000,1.017411,0.150000,0.699113,1.866523,1.690114,1.000000,8.000,2.000,0,0
66,330,right_shoulder_pitch,0.435281,0.695170,0.224841,1.000000,0.385281,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,1.048719,Cruise,traj_vel,-0.400000,1.042406,0.150000,0.676750,1.869156,1.007112,1.000000,8.000,2.000,0,0
67,335,right_shoulder_pitch,0.446785,0.575171,0.229841,1.000000,0.396785,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,1.037215,Cruise,traj_vel,-0.400000,1.068126,0.150000,0.719977,1.938102,1.023592,1.000000,8.000,2.000,0,0
68,340,right_shoulder_pitch,0.460208,0.839007,0.234841,1.000000,0.410208,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,1.023792,Cruise,traj_vel,-0.400000,1.097955,0.150000,0.620479,1.868434,1.823788,1.000000,8.000,2.000,0,0
69,345,right_shoulder_pitch,0.469029,0.551291,0.239841,1.000000,0.419029,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,1.014971,Cruise,traj_vel,-0.400000,1.117448,0.150000,0.689714,1.957162,1.301919,1.000000,8.000,2.000,0,0
70,350,right_shoulder_pitch,0.479384,0.647204,0.244841,1.000000,0.429384,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,1.004616,Cruise,traj_vel,-0.400000,1.140223,0.150000,0.693684,1.983906,0.798365,1.000000,8.000,2.000,0,0
71,355,right_shoulder_pitch,0.490505,0.694398,0.249841,1.000000,0.440505,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.993495,Cruise,traj_vel,-0.400000,1.164546,0.150000,0.673064,1.987609,1.818295,1.000000,8.000,2.000,0,0
72,360,right_shoulder_pitch,0.499709,0.575724,0.254841,1.000000,0.449709,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.984291,Cruise,traj_vel,-0.400000,1.184567,0.150000,0.716936,2.051503,1.571091,1.000000,8.000,2.000,0,0
73,365,right_shoulder_pitch,0.509297,0.599317,0.259841,1.000000,0.459297,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.974703,Cruise,traj_vel,-0.400000,1.205316,0.150000,0.738043,2.093360,0.921049,1.000000,8.000,2.000,0,0
74,370,right_shoulder_pitch,0.520802,0.719049,0.264841,1.000000,0.470802,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.963198,Cruise,traj_vel,-0.400000,1.230068,0.150000,0.694008,2.074076,1.503342,1.000000,8.000,2.000,0,0
75,375,right_shoulder_pitch,0.530774,0.623215,0.269841,1.000000,0.480774,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.953226,Cruise,traj_vel,-0.400000,1.251389,0.150000,0.708899,2.110288,2.197334,1.000000,8.000,2.000,0,0
76,380,right_shoulder_pitch,0.539594,0.551286,0.274841,1.000000,0.489594,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.944406,Cruise,traj_vel,-0.400000,1.270145,0.150000,0.756031,2.176176,1.116979,1.000000,8.000,2.000,0,0
77,385,right_shoulder_pitch,0.550716,0.695085,0.279841,1.000000,0.500716,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.933284,Cruise,traj_vel,-0.400000,1.293653,0.150000,0.719481,2.163134,1.373334,1.000000,8.000,2.000,0,0
78,390,right_shoulder_pitch,0.562221,0.719109,0.284841,1.000000,0.512221,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.921779,Cruise,traj_vel,-0.400000,1.317805,0.150000,0.680056,2.147861,2.017883,1.000000,8.000,2.000,0,0
79,395,right_shoulder_pitch,0.570658,0.527313,0.289841,1.000000,0.520658,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.913342,Cruise,traj_vel,-0.400000,1.335405,0.150000,0.746386,2.231790,1.750542,1.000000,8.000,2.000,0,0
80,400,right_shoulder_pitch,0.581397,0.671162,0.294841,1.000000,0.531397,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.902603,Cruise,traj_vel,-0.400000,1.357668,0.150000,0.724208,2.231876,0.957670,1.000000,8.000,2.000,0,0
81,405,right_shoulder_pitch,0.593285,0.742991,0.299841,1.000000,0.543285,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.890715,Cruise,traj_vel,-0.400000,1.382132,0.150000,0.671661,2.203793,1.933655,1.000000,8.000,2.000,0,0
82,410,right_shoulder_pitch,0.603640,0.647106,0.304841,1.000000,0.553640,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.880360,Cruise,traj_vel,-0.400000,1.403282,0.150000,0.680193,2.233475,2.028869,1.000000,8.000,2.000,0,0
83,415,right_shoulder_pitch,0.613228,0.599098,0.309841,1.000000,0.563228,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.870772,Cruise,traj_vel,-0.400000,1.422730,0.150000,0.710595,2.283325,1.107820,1.000000,8.000,2.000,0,0
84,420,right_shoulder_pitch,0.625499,0.766999,0.314841,1.000000,0.575499,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.858501,Cruise,traj_vel,-0.400000,1.447432,0.150000,0.649447,2.246879,1.783501,1.000000,8.000,2.000,0,0
85,425,right_shoulder_pitch,0.636622,0.695378,0.319841,1.000000,0.586622,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.847378,Cruise,traj_vel,-0.400000,1.469631,0.150000,0.639396,2.259028,2.065494,1.000000,8.000,2.000,0,0
86,430,right_shoulder_pitch,0.646209,0.599207,0.324841,1.000000,0.596209,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.837791,Cruise,traj_vel,-0.400000,1.488622,0.150000,0.679944,2.318565,1.376996,1.000000,8.000,2.000,0,0
87,435,right_shoulder_pitch,0.658481,0.767038,0.329841,1.000000,0.608481,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.825519,Cruise,traj_vel,-0.400000,1.512731,0.150000,0.626439,2.289170,1.539963,1.000000,8.000,2.000,0,0
88,440,right_shoulder_pitch,0.669986,0.719035,0.334841,1.000000,0.619986,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.814014,Cruise,traj_vel,-0.400000,1.535125,0.150000,0.610312,2.295437,2.351146,1.000000,8.000,2.000,0,0
89,445,right_shoulder_pitch,0.679958,0.623140,0.339841,1.000000,0.629958,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.804042,Cruise,traj_vel,-0.400000,1.554371,0.150000,0.646164,2.350535,1.528977,1.000000,8.000,2.000,0,0
90,450,right_shoulder_pitch,0.691846,0.743117,0.344841,1.000000,0.641846,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.792154,Cruise,traj_vel,-0.400000,1.577114,0.150000,0.613064,2.340178,1.510667,1.000000,8.000,2.000,0,0
91,455,right_shoulder_pitch,0.703735,0.743106,0.349841,1.000000,0.653735,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.780265,Cruise,traj_vel,-0.400000,1.599635,0.150000,0.588245,2.337881,2.461013,1.000000,8.000,2.000,0,0
92,460,right_shoulder_pitch,0.713323,0.599199,0.354841,1.000000,0.663323,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.770677,Cruise,traj_vel,-0.400000,1.617632,0.150000,0.641584,2.409216,1.534470,1.000000,8.000,2.000,0,0
93,465,right_shoulder_pitch,0.725595,0.767051,0.359841,1.000000,0.675595,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.758405,Cruise,traj_vel,-0.400000,1.640452,0.150000,0.597663,2.388115,1.585743,1.000000,8.000,2.000,0,0
94,470,right_shoulder_pitch,0.737484,0.743016,0.364841,1.000000,0.687484,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.746516,Cruise,traj_vel,-0.400000,1.662322,0.150000,0.576739,2.389061,2.371287,1.000000,8.000,2.000,0,0
95,475,right_shoulder_pitch,0.747455,0.623187,0.369841,1.000000,0.697455,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.736545,Cruise,traj_vel,-0.400000,1.680483,0.150000,0.620961,2.451444,1.843929,1.000000,8.000,2.000,0,0
96,480,right_shoulder_pitch,0.758960,0.719102,0.374841,1.000000,0.708960,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.725040,Cruise,traj_vel,-0.400000,1.701232,0.150000,0.606170,2.457402,1.485032,1.000000,8.000,2.000,0,0
97,485,right_shoulder_pitch,0.770465,0.719042,0.379841,1.000000,0.720465,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.713535,Cruise,traj_vel,-0.400000,1.721755,0.150000,0.595107,2.466862,2.168037,1.000000,8.000,2.000,0,0
98,490,right_shoulder_pitch,0.780053,0.599265,0.384841,1.000000,0.730053,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.703947,Cruise,traj_vel,-0.400000,1.738685,0.150000,0.646697,2.535382,2.127750,1.000000,8.000,2.000,0,0
99,495,right_shoulder_pitch,0.790791,0.671118,0.389841,1.000000,0.740791,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.693209,Cruise,traj_vel,-0.400000,1.757454,0.150000,0.649464,2.556919,1.116979,1.000000,8.000,2.000,0,0
100,500,right_shoulder_pitch,0.803064,0.767024,0.394841,1.000000,0.753064,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.680936,Cruise,traj_vel,-0.400000,1.778659,0.150000,0.603586,2.532245,2.429885,1.000000,8.000,2.000,0,0
101,505,right_shoulder_pitch,0.813035,0.623191,0.399841,1.000000,0.763035,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.670965,Cruise,traj_vel,-0.400000,1.795689,0.150000,0.641094,2.586783,2.393260,1.000000,8.000,2.000,0,0
102,510,right_shoulder_pitch,0.823390,0.647160,0.404841,1.000000,0.773390,1.484000,1.484000,-0.872665,3.084444,-0.050000,1,0.660610,Cruise,traj_vel,-0.400000,1.813187,0.150000,0.657240,2.620427,1.402631,1.000000,8.000,2.000,0,0
