tick,t_ms,joint,q,dq,q_traj,dq_traj,q_des,target,target_raw,q_env_lo,q_env_hi,lead,lead_sat,settle_error,phase,friction_mode,tau_p,tau_g,tau_f,tau_d,tau_ff_cmd,tau_meas,dq_mit,kp,kd,joint_stuck,planner_frozen
10,50,right_shoulder_pitch,-0.002301,0.263620,-0.009832,0.247500,-0.002301,1.484000,1.484000,-0.872665,3.141593,0.000000,0,1.486301,Accelerate,traj_vel,0.000000,-0.005688,0.150000,0.209121,0.353433,0.485244,0.247500,8.000,2.000,0,0
11,55,right_shoulder_pitch,0.000767,0.191770,-0.008482,0.270000,0.000767,1.484000,1.484000,-0.872665,3.141593,0.000000,0,1.483233,Accelerate,traj_vel,0.000000,0.001896,0.150000,0.229706,0.381602,0.412002,0.270000,8.000,2.000,0,0
12,60,right_shoulder_pitch,0.004218,0.215710,-0.007020,0.292500,0.004218,1.484000,1.484000,-0.872665,3.141593,0.000000,0,1.479782,Accelerate,traj_vel,0.000000,0.010428,0.150000,0.244424,0.404852,0.510879,0.292500,8.000,2.000,0,0
13,65,right_shoulder_pitch,0.006136,0.119840,-0.005445,0.315000,0.006136,1.484000,1.484000,-0.872665,3.141593,0.000000,0,1.477864,Accelerate,traj_vel,0.000000,0.015169,0.150000,0.314648,0.479817,0.545672,0.315000,8.000,2.000,0,0
14,70,right_shoulder_pitch,0.008437,0.143805,-0.003757,0.337500,0.008437,1.484000,1.484000,-0.872665,3.141593,0.000000,0,1.475563,Accelerate,traj_vel,0.000000,0.020857,0.150000,0.366584,0.537440,0.351573,0.337500,8.000,2.000,0,0
15,75,right_shoulder_pitch,0.010354,0.119852,-0.001957,0.360000,0.010354,1.484000,1.484000,-0.872665,3.141593,0.000000,0,1.473646,Accelerate,traj_vel,0.000000,0.025597,0.150000,0.428762,0.604358,0.501723,0.360000,8.000,2.000,0,0
16,80,right_shoulder_pitch,0.011888,0.095869,-0.000045,0.382500,0.011888,1.484000,1.484000,-0.872665,3.141593,0.000000,0,1.472112,Accelerate,traj_vel,0.000000,0.029389,0.150000,0.498637,0.678025,0.512710,0.382500,8.000,2.000,0,0
17,85,right_shoulder_pitch,0.013423,0.095927,0.001980,0.405000,0.013423,1.484000,1.484000,-0.872665,3.141593,0.000000,0,1.470577,Accelerate,traj_vel,0.000000,0.033182,0.150000,0.562264,0.745447,0.455947,0.405000,8.000,2.000,0,0
18,90,right_shoulder_pitch,0.015341,0.119839,0.004118,0.427500,0.015341,1.484000,1.484000,-0.872665,3.141297,0.000000,0,1.468659,Accelerate,traj_vel,0.000000,0.037922,0.150000,0.609279,0.797201,0.459609,0.427500,8.000,2.000,0,0
19,95,right_shoulder_pitch,0.017258,0.119847,0.006368,0.450000,0.017258,1.484000,1.484000,-0.872665,3.139750,0.000000,0,1.466742,Accelerate,traj_vel,0.000000,0.042662,0.150000,0.655786,0.848447,0.635394,0.450000,8.000,2.000,0,0
20,100,right_shoulder_pitch,0.019559,0.143810,0.008730,0.472500,0.019559,1.484000,1.484000,-0.872665,3.138147,0.000000,0,1.464441,Accelerate,traj_vel,0.000000,0.048349,0.150000,0.689934,0.888283,0.406505,0.472500,8.000,2.000,0,0
21,105,right_shoulder_pitch,0.023394,0.239685,0.011205,0.495000,0.023394,1.484000,1.484000,-0.872665,3.136487,0.000000,0,1.460606,Accelerate,traj_vel,0.000000,0.057827,0.150000,0.678858,0.886686,0.525527,0.495000,8.000,2.000,0,0
22,110,right_shoulder_pitch,0.027612,0.263653,0.013705,0.500000,0.027612,1.484000,1.484000,-0.872665,3.136111,0.000000,0,1.456388,Cruise,traj_vel,0.000000,0.068252,0.150000,0.634817,0.853070,0.613421,0.500000,8.000,2.000,0,0
23,115,right_shoulder_pitch,0.033748,0.383492,0.016205,0.500000,0.033748,1.484000,1.484000,-0.872665,3.136111,0.000000,0,1.450252,Cruise,traj_vel,0.000000,0.083414,0.150000,0.534367,0.767781,0.725119,0.500000,8.000,2.000,0,0
24,120,right_shoulder_pitch,0.040268,0.407512,0.018705,0.500000,0.040268,1.484000,1.484000,-0.872665,3.136111,0.000000,0,1.443732,Cruise,traj_vel,0.000000,0.099522,0.150000,0.447019,0.696541,0.992460,0.500000,8.000,2.000,0,0
25,125,right_shoulder_pitch,0.046021,0.359527,0.021205,0.500000,0.046021,1.484000,1.484000,-0.872665,3.136111,0.000000,0,1.437979,Cruise,traj_vel,0.000000,0.113729,0.150000,0.405501,0.669230,0.856959,0.500000,8.000,2.000,0,0
26,130,right_shoulder_pitch,0.051773,0.359527,0.023705,0.500000,0.051773,1.484000,1.484000,-0.872665,3.136111,0.000000,0,1.432227,Cruise,traj_vel,0.000000,0.127933,0.150000,0.374362,0.652295,0.281990,0.500000,8.000,2.000,0,0
27,135,right_shoulder_pitch,0.060210,0.527307,0.026205,0.500000,0.026205,1.484000,1.484000,-0.872665,3.136111,-0.034005,0,1.423790,Cruise,traj_vel,-0.272040,0.148757,0.000000,0.267118,0.415875,-0.014648,0.500000,8.000,2.000,0,0
28,140,right_shoulder_pitch,0.068264,0.503378,0.028705,0.500000,0.028705,1.484000,1.484000,-0.872665,3.136111,-0.039559,0,1.415736,Cruise,traj_vel,-0.316473,0.168627,0.150000,0.198649,0.517276,0.805689,0.500000,8.000,2.000,0,0
29,145,right_shoulder_pitch,0.074784,0.407466,0.031205,0.500000,0.031205,1.484000,1.484000,-0.872665,3.136111,-0.043579,0,1.409216,Cruise,traj_vel,-0.348629,0.184702,0.150000,0.195254,0.529956,0.688498,0.500000,8.000,2.000,0,0
30,150,right_shoulder_pitch,0.079386,0.287622,0.033705,0.500000,0.033705,1.484000,1.484000,-0.872665,3.136111,-0.045681,0,1.404614,Cruise,traj_vel,-0.365444,0.196045,0.150000,0.252629,0.598674,0.664694,0.500000,8.000,2.000,0,0
31,155,right_shoulder_pitch,0.083221,0.239683,0.036205,0.500000,0.036205,1.484000,1.484000,-0.872665,3.136111,-0.047015,0,1.400779,Cruise,traj_vel,-0.376124,0.205494,0.150000,0.319631,0.675125,-0.001831,0.500000,8.000,2.000,0,0
32,160,right_shoulder_pitch,0.089357,0.383542,0.038705,0.500000,0.039357,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.394643,Cruise,traj_vel,-0.400000,0.220608,0.150000,0.297952,0.668560,-0.338752,0.500000,8.000,2.000,0,0
33,165,right_shoulder_pitch,0.096260,0.431437,0.041205,0.500000,0.046260,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.387740,Cruise,traj_vel,-0.400000,0.237600,0.150000,0.257746,0.645345,0.179451,0.500000,8.000,2.000,0,0
34,170,right_shoulder_pitch,0.099712,0.215715,0.043705,0.500000,0.049712,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.384288,Cruise,traj_vel,-0.400000,0.246091,0.150000,0.335452,0.731543,0.664694,0.500000,8.000,2.000,0,0
35,175,right_shoulder_pitch,0.102013,0.143810,0.046205,0.500000,0.052013,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.381987,Cruise,traj_vel,-0.400000,0.251751,0.150000,0.429684,0.831434,0.415664,0.500000,8.000,2.000,0,0
36,180,right_shoulder_pitch,0.104697,0.167779,0.048705,0.500000,0.054697,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.379303,Cruise,traj_vel,-0.400000,0.258351,0.150000,0.488373,0.896724,0.419326,0.500000,8.000,2.000,0,0
37,185,right_shoulder_pitch,0.107765,0.191748,0.051205,0.500000,0.057765,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.376235,Cruise,traj_vel,-0.400000,0.265893,0.150000,0.520406,0.936299,0.503554,0.500000,8.000,2.000,0,0
38,190,right_shoulder_pitch,0.110450,0.167826,0.053705,0.500000,0.060450,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.373550,Cruise,traj_vel,-0.400000,0.272492,0.150000,0.556391,0.978883,0.626239,0.500000,8.000,2.000,0,0
39,195,right_shoulder_pitch,0.112751,0.143808,0.056205,0.500000,0.062751,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.371249,Cruise,traj_vel,-0.400000,0.278145,0.150000,0.595390,1.023534,0.774561,0.500000,8.000,2.000,0,0
40,200,right_shoulder_pitch,0.113135,0.023969,0.058705,0.500000,0.063135,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.370865,Cruise,traj_vel,-0.400000,0.279087,0.150000,0.684558,1.113644,0.805689,0.500000,8.000,2.000,0,0
41,205,right_shoulder_pitch,0.112751,-0.023969,0.061205,0.500000,0.062751,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.371249,Cruise,traj_vel,-0.400000,0.278145,0.150000,0.775403,1.203547,0.642718,0.500000,8.000,2.000,0,0
42,210,right_shoulder_pitch,0.113135,0.023968,0.063705,0.500000,0.063705,1.484000,1.484000,-0.872665,3.136111,-0.049430,0,1.370865,Cruise,traj_vel,-0.395437,0.279087,0.150000,0.819568,1.248654,0.703146,0.500000,8.000,2.000,0,0
43,215,right_shoulder_pitch,0.112751,-0.023969,0.066205,0.500000,0.066205,1.484000,1.484000,-0.872665,3.136111,-0.046546,0,1.371249,Cruise,traj_vel,-0.372369,0.278145,0.150000,0.876660,1.304805,0.807520,0.500000,8.000,2.000,0,0
44,220,right_shoulder_pitch,0.112368,-0.023968,0.068705,0.500000,0.068705,1.484000,1.484000,-0.872665,3.136111,-0.043663,0,1.371632,Cruise,traj_vel,-0.349301,0.277203,0.150000,0.919479,1.346681,0.866114,0.500000,8.000,2.000,0,0
45,225,right_shoulder_pitch,0.111984,-0.023970,0.071205,0.500000,0.071205,1.484000,1.484000,-0.872665,3.136111,-0.040779,0,1.372016,Cruise,traj_vel,-0.326233,0.276260,0.150000,0.951594,1.377854,0.891752,0.500000,8.000,2.000,0,0
46,230,right_shoulder_pitch,0.112368,0.023968,0.073705,0.500000,0.073705,1.484000,1.484000,-0.872665,3.136111,-0.038663,0,1.371632,Cruise,traj_vel,-0.309301,0.277203,0.150000,0.951711,1.378914,0.882597,0.500000,8.000,2.000,0,0
47,235,right_shoulder_pitch,0.112751,0.023969,0.076205,0.500000,0.076205,1.484000,1.484000,-0.872665,3.136111,-0.036546,0,1.371249,Cruise,traj_vel,-0.292369,0.278145,0.150000,0.951799,1.379943,0.941191,0.500000,8.000,2.000,0,0
48,240,right_shoulder_pitch,0.113518,0.047934,0.078705,0.500000,0.078705,1.484000,1.484000,-0.872665,3.136111,-0.034813,0,1.370482,Cruise,traj_vel,-0.278505,0.280029,0.150000,0.939882,1.369911,0.981474,0.500000,8.000,2.000,0,0
49,245,right_shoulder_pitch,0.114285,0.047940,0.081205,0.500000,0.081205,1.484000,1.484000,-0.872665,3.136111,-0.033080,0,1.369715,Cruise,traj_vel,-0.264641,0.281912,0.150000,0.930942,1.362854,1.008943,0.500000,8.000,2.000,0,0
50,250,right_shoulder_pitch,0.115052,0.047936,0.083705,0.500000,0.083705,1.484000,1.484000,-0.872665,3.136111,-0.031347,0,1.368948,Cruise,traj_vel,-0.250777,0.283796,0.150000,0.924238,1.358034,1.005281,0.500000,8.000,2.000,0,0
51,255,right_shoulder_pitch,0.115819,0.047938,0.086205,0.500000,0.115819,1.484000,1.484000,-0.872665,3.136111,0.000000,0,1.368181,Cruise,traj_vel,0.000000,0.285680,0.150000,0.919210,1.354889,1.078523,0.500000,8.000,2.000,0,0
52,260,right_shoulder_pitch,0.116970,0.071903,0.088705,0.500000,0.116970,1.484000,1.484000,-0.872665,3.136111,0.000000,0,1.367030,Cruise,traj_vel,0.000000,0.288504,0.150000,0.903456,1.341960,1.014436,0.500000,8.000,2.000,0,0
53,265,right_shoulder_pitch,0.118504,0.095875,0.091205,0.500000,0.118504,1.484000,1.484000,-0.872665,3.136111,0.000000,0,1.365496,Cruise,traj_vel,0.000000,0.292270,0.150000,0.879654,1.321924,1.073030,0.500000,8.000,2.000,0,0
54,270,right_shoulder_pitch,0.120805,0.143811,0.093705,0.500000,0.120805,1.484000,1.484000,-0.872665,3.136111,0.000000,0,1.363195,Cruise,traj_vel,0.000000,0.297918,0.150000,0.837835,1.285753,1.060213,0.500000,8.000,2.000,0,0
55,275,right_shoulder_pitch,0.123873,0.191749,0.096205,0.500000,0.123873,1.484000,1.484000,-0.872665,3.136111,0.000000,0,1.360127,Cruise,traj_vel,0.000000,0.305446,0.150000,0.782502,1.237947,0.849634,0.500000,8.000,2.000,0,0
56,280,right_shoulder_pitch,0.129625,0.359527,0.098705,0.500000,0.098705,1.484000,1.484000,-0.872665,3.136111,-0.030920,0,1.354375,Cruise,traj_vel,-0.247359,0.319552,0.150000,0.657113,1.126665,0.853297,0.500000,8.000,2.000,0,0
57,285,right_shoulder_pitch,0.135762,0.383543,0.101205,0.500000,0.101205,1.484000,1.484000,-0.872665,3.136111,-0.034557,0,1.348238,Cruise,traj_vel,-0.276453,0.334589,0.150000,0.551063,1.035653,1.175573,0.500000,8.000,2.000,0,0
58,290,right_shoulder_pitch,0.142281,0.407464,0.103705,0.500000,0.103705,1.484000,1.484000,-0.872665,3.136111,-0.038576,0,1.341719,Cruise,traj_vel,-0.308608,0.350551,0.150000,0.459566,0.960116,0.944853,0.500000,8.000,2.000,0,0
59,295,right_shoulder_pitch,0.149568,0.455401,0.106205,0.500000,0.106205,1.484000,1.484000,-0.872665,3.136111,-0.043362,0,1.334432,Cruise,traj_vel,-0.346899,0.368372,0.150000,0.366974,0.885346,0.712302,0.500000,8.000,2.000,0,0
60,300,right_shoulder_pitch,0.157238,0.478320,0.108705,0.500000,0.108705,1.484000,1.484000,-0.872665,3.136111,-0.048532,0,1.326762,Cruise,traj_vel,-0.388259,0.387110,0.150000,0.286070,0.823181,0.360729,0.500000,8.000,2.000,0,0
61,305,right_shoulder_pitch,0.164908,0.479172,0.111205,0.500000,0.114908,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.319092,Cruise,traj_vel,-0.400000,0.405828,0.150000,0.224967,0.780794,0.305797,0.500000,8.000,2.000,0,0
62,310,right_shoulder_pitch,0.171811,0.345815,0.113705,0.500000,0.121811,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.312189,Cruise,traj_vel,-0.400000,0.422651,0.150000,0.245817,0.818469,0.637225,0.500000,8.000,2.000,0,0
63,315,right_shoulder_pitch,0.179098,0.455484,0.116205,0.500000,0.129098,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.304902,Cruise,traj_vel,-0.400000,0.440387,0.150000,0.206621,0.797009,0.697653,0.500000,8.000,2.000,0,0
64,320,right_shoulder_pitch,0.183699,0.230098,0.118705,0.500000,0.133699,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.300301,Cruise,traj_vel,-0.400000,0.451577,0.150000,0.289917,0.891494,0.747092,0.500000,8.000,2.000,0,0
65,325,right_shoulder_pitch,0.187535,0.191795,0.121205,0.500000,0.137535,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.296465,Cruise,traj_vel,-0.400000,0.460897,0.150000,0.371540,0.982437,0.203254,0.500000,8.000,2.000,0,0
66,330,right_shoulder_pitch,0.192904,0.335533,0.123705,0.500000,0.142904,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.291096,Cruise,traj_vel,-0.400000,0.473930,0.150000,0.360889,0.984819,0.115360,0.500000,8.000,2.000,0,0
67,335,right_shoulder_pitch,0.197506,0.287645,0.126205,0.500000,0.147506,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.286494,Cruise,traj_vel,-0.400000,0.485090,0.150000,0.376844,1.011934,0.483413,0.500000,8.000,2.000,0,0
68,340,right_shoulder_pitch,0.199807,0.143801,0.128705,0.500000,0.149807,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.284193,Cruise,traj_vel,-0.400000,0.490667,0.150000,0.460732,1.101399,0.615252,0.500000,8.000,2.000,0,0
69,345,right_shoulder_pitch,0.201724,0.119849,0.131205,0.500000,0.151724,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.282276,Cruise,traj_vel,-0.400000,0.495312,0.150000,0.535625,1.180936,0.512710,0.500000,8.000,2.000,0,0
70,350,right_shoulder_pitch,0.204792,0.191751,0.133705,0.500000,0.154792,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.279208,Cruise,traj_vel,-0.400000,0.502740,0.150000,0.555843,1.208583,0.675681,0.500000,8.000,2.000,0,0
71,355,right_shoulder_pitch,0.208628,0.239733,0.136205,0.500000,0.158628,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.275372,Cruise,traj_vel,-0.400000,0.512020,0.150000,0.547016,1.209036,0.833155,0.500000,8.000,2.000,0,0
72,360,right_shoulder_pitch,0.211313,0.167779,0.138705,0.500000,0.161313,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.272687,Cruise,traj_vel,-0.400000,0.518511,0.150000,0.576372,1.244883,0.979643,0.500000,8.000,2.000,0,0
73,365,right_shoulder_pitch,0.213614,0.143811,0.141205,0.500000,0.163614,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.270386,Cruise,traj_vel,-0.400000,0.524071,0.150000,0.610374,1.284445,0.867945,0.500000,8.000,2.000,0,0
74,370,right_shoulder_pitch,0.216298,0.167780,0.143705,0.500000,0.166298,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.267702,Cruise,traj_vel,-0.400000,0.530555,0.150000,0.623891,1.304446,1.069368,0.500000,8.000,2.000,0,0
75,375,right_shoulder_pitch,0.217832,0.095792,0.146205,0.500000,0.167832,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.266168,Cruise,traj_vel,-0.400000,0.534258,0.150000,0.670022,1.354280,1.016268,0.500000,8.000,2.000,0,0
76,380,right_shoulder_pitch,0.218216,0.023989,0.148705,0.500000,0.168216,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.265784,Cruise,traj_vel,-0.400000,0.535184,0.150000,0.740522,1.425706,1.019930,0.500000,8.000,2.000,0,0
77,385,right_shoulder_pitch,0.217832,-0.023969,0.151205,0.500000,0.167832,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.266168,Cruise,traj_vel,-0.400000,0.534258,0.150000,0.817376,1.501634,1.012605,0.500000,8.000,2.000,0,0
78,390,right_shoulder_pitch,0.217449,-0.023968,0.153705,0.500000,0.167449,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.266551,Cruise,traj_vel,-0.400000,0.533333,0.150000,0.875016,1.558349,1.030916,0.500000,8.000,2.000,0,0
79,395,right_shoulder_pitch,0.216682,-0.047915,0.156205,0.500000,0.166682,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.267318,Cruise,traj_vel,-0.400000,0.531481,0.150000,0.930219,1.611700,1.109651,0.500000,8.000,2.000,0,0
80,400,right_shoulder_pitch,0.216298,-0.023979,0.158705,0.500000,0.166298,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,1.267702,Cruise,traj_vel,-0.400000,0.530555,0.150000,0.959654,1.640209,1.069368,0.500000,8.000,2.000,0,0
81,405,right_shoulder_pitch,0.216298,0.000000,0.216411,0.022500,0.216411,1.484000,1.484000,-0.872665,3.141593,0.000112,0,1.267702,Accelerate,traj_vel,0.000900,0.530555,0.150000,0.014741,0.695296,1.133459,0.000000,8.000,2.000,0,0
82,410,right_shoulder_pitch,0.216682,0.023971,0.216636,0.045000,0.216682,1.484000,1.484000,-0.872665,3.141593,0.000000,0,1.267318,Accelerate,traj_vel,0.000000,0.531481,0.150000,0.055320,0.736801,1.259805,0.045000,8.000,2.000,0,0
83,415,right_shoulder_pitch,0.216682,0.000000,0.216973,0.067500,0.216973,1.484000,1.484000,-0.872665,3.141593,0.000292,0,1.267318,Accelerate,traj_vel,0.002332,0.531481,0.150000,0.108990,0.790471,0.844141,0.000000,8.000,2.000,0,0
84,420,right_shoulder_pitch,0.216682,0.000000,0.217423,0.090000,0.217423,1.484000,1.484000,-0.872665,3.141593,0.000742,0,1.267318,Accelerate,traj_vel,0.005932,0.531481,0.150000,0.160492,0.841973,0.822169,0.000000,8.000,2.000,0,0
85,425,right_shoulder_pitch,0.216298,-0.023969,0.217986,0.112500,0.217986,1.484000,1.484000,-0.872665,3.141593,0.001687,0,1.267702,Accelerate,traj_vel,0.013500,0.530555,0.150000,0.222354,0.902909,0.824000,0.112500,8.000,2.000,0,0
86,430,right_shoulder_pitch,0.215915,-0.023969,0.218661,0.135000,0.218661,1.484000,1.484000,-0.872665,3.141593,0.002746,0,1.268085,Accelerate,traj_vel,0.021968,0.529629,0.150000,0.279999,0.959628,0.904570,0.135000,8.000,2.000,0,0
87,435,right_shoulder_pitch,0.215531,-0.023968,0.219448,0.157500,0.219448,1.484000,1.484000,-0.872665,3.141593,0.003917,0,1.268469,Accelerate,traj_vel,0.031336,0.528703,0.150000,0.334484,1.013187,0.878935,0.157500,8.000,2.000,0,0
88,440,right_shoulder_pitch,0.215148,-0.023969,0.220348,0.180000,0.220348,1.484000,1.484000,-0.872665,3.141593,0.005200,0,1.268852,Accelerate,traj_vel,0.041604,0.527777,0.150000,0.386597,1.064374,0.913725,0.180000,8.000,2.000,0,0
89,445,right_shoulder_pitch,0.215148,0.000000,0.221361,0.202500,0.221361,1.484000,1.484000,-0.872665,3.141593,0.006213,0,1.268852,Accelerate,traj_vel,0.049704,0.527777,0.150000,0.424948,1.102725,1.029085,0.000000,8.000,2.000,0,0
90,450,right_shoulder_pitch,0.215148,0.000000,0.222486,0.225000,0.222486,1.484000,1.484000,-0.872665,3.141593,0.007338,0,1.268852,Accelerate,traj_vel,0.058704,0.527777,0.150000,0.464961,1.142738,1.056551,0.000000,8.000,2.000,0,0
91,455,right_shoulder_pitch,0.215531,0.023968,0.223723,0.247500,0.223723,1.484000,1.484000,-0.872665,3.141593,0.008192,0,1.268469,Accelerate,traj_vel,0.065536,0.528703,0.150000,0.494236,1.172939,1.126134,0.247500,8.000,2.000,0,0
92,460,right_shoulder_pitch,0.215915,0.023969,0.225073,0.270000,0.225073,1.484000,1.484000,-0.872665,3.141593,0.009158,0,1.268085,Accelerate,traj_vel,0.073268,0.529629,0.150000,0.527443,1.207072,1.131628,0.270000,8.000,2.000,0,0
93,465,right_shoulder_pitch,0.216298,0.023969,0.226536,0.292500,0.226536,1.484000,1.484000,-0.872665,3.141593,0.010237,0,1.267702,Accelerate,traj_vel,0.081900,0.530555,0.150000,0.563598,1.244153,1.246988,0.292500,8.000,2.000,0,0
94,470,right_shoulder_pitch,0.216298,0.000000,0.228111,0.315000,0.228111,1.484000,1.484000,-0.872665,3.141593,0.011812,0,1.267702,Accelerate,traj_vel,0.094500,0.530555,0.150000,0.613949,1.294504,1.217687,0.000000,8.000,2.000,0,0
95,475,right_shoulder_pitch,0.216298,0.000000,0.229798,0.337500,0.229798,1.484000,1.484000,-0.872665,3.141593,0.013500,0,1.267702,Accelerate,traj_vel,0.108000,0.530555,0.150000,0.662961,1.343516,1.316568,0.000000,8.000,2.000,0,0
96,480,right_shoulder_pitch,0.216682,0.023969,0.231598,0.360000,0.231598,1.484000,1.484000,-0.872665,3.141593,0.014917,0,1.267318,Accelerate,traj_vel,0.119332,0.531481,0.150000,0.698987,1.380468,1.378827,0.360000,8.000,2.000,0,0
97,485,right_shoulder_pitch,0.216682,0.000000,0.233511,0.382500,0.233511,1.484000,1.484000,-0.872665,3.141593,0.016829,0,1.267318,Accelerate,traj_vel,0.134632,0.531481,0.150000,0.749240,1.430721,1.344033,0.000000,8.000,2.000,0,0
98,490,right_shoulder_pitch,0.217065,0.023968,0.235536,0.405000,0.235536,1.484000,1.484000,-0.872665,3.141593,0.018471,0,1.266935,Accelerate,traj_vel,0.147764,0.532407,0.150000,0.786196,1.468603,1.435590,0.405000,8.000,2.000,0,0
99,495,right_shoulder_pitch,0.217832,0.047937,0.237673,0.427500,0.237673,1.484000,1.484000,-0.872665,3.141297,0.019841,0,1.266168,Accelerate,traj_vel,0.158728,0.534258,0.150000,0.813179,1.497437,1.477708,0.427500,8.000,2.000,0,0
100,500,right_shoulder_pitch,0.218216,0.023969,0.239923,0.450000,0.239923,1.484000,1.484000,-0.872665,3.139750,0.021708,0,1.265784,Accelerate,traj_vel,0.173660,0.535184,0.150000,0.856650,1.541834,1.583912,0.450000,8.000,2.000,0,0
101,505,right_shoulder_pitch,0.219749,0.095861,0.242286,0.472500,0.242286,1.484000,1.484000,-0.872665,3.138147,0.022536,0,1.264251,Accelerate,traj_vel,0.180288,0.538885,0.150000,0.864557,1.553442,1.534470,0.472500,8.000,2.000,0,0
102,510,right_shoulder_pitch,0.221667,0.119859,0.244761,0.495000,0.244761,1.484000,1.484000,-0.872665,3.136487,0.023094,0,1.262333,Accelerate,traj_vel,0.184749,0.543511,0.150000,0.869738,1.563249,1.539963,0.495000,8.000,2.000,0,0
