tick,t_ms,joint,q,dq,q_traj,dq_traj,q_des,target,target_raw,q_env_lo,q_env_hi,lead,lead_sat,settle_error,phase,friction_mode,tau_p,tau_g,tau_f,tau_d,tau_ff_cmd,tau_meas,dq_mit,kp,kd,joint_stuck,planner_frozen
14,70,right_shoulder_pitch,1.587719,0.287610,1.540990,-0.100000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.075551,1,-0.075551,Cruise,traj_vel,-0.604406,2.471766,-0.150000,-0.983724,1.338042,0.820338,-0.100000,8.000,2.000,0,0
15,75,right_shoulder_pitch,1.589253,0.095869,1.540490,-0.100000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.077085,1,-0.077085,Cruise,traj_vel,-0.616678,2.471699,-0.150000,-0.835728,1.485971,0.959501,-0.100000,8.000,2.000,0,0
16,80,right_shoulder_pitch,1.589253,0.000000,1.539990,-0.100000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.077085,1,-0.077085,Cruise,traj_vel,-0.616678,2.471699,-0.150000,-0.676796,1.644903,0.897245,-0.100000,8.000,2.000,0,0
17,85,right_shoulder_pitch,1.589253,0.000000,1.539490,-0.100000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.077085,1,-0.077085,Cruise,traj_vel,-0.616678,2.471699,-0.150000,-0.557597,1.764102,0.904570,-0.100000,8.000,2.000,0,0
18,90,right_shoulder_pitch,1.589253,0.000000,1.538990,-0.100000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.077085,1,-0.077085,Cruise,traj_vel,-0.616678,2.471699,-0.150000,-0.468198,1.853501,1.001619,-0.100000,8.000,2.000,0,0
19,95,right_shoulder_pitch,1.588869,-0.023966,1.538490,-0.100000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.076701,1,-0.076701,Cruise,traj_vel,-0.613610,2.471716,-0.150000,-0.389165,1.932551,1.096834,-0.100000,8.000,2.000,0,0
20,100,right_shoulder_pitch,1.588869,0.000000,1.588369,-0.100000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.076701,1,-0.076701,Cruise,traj_vel,-0.613610,2.471716,-0.150000,-0.341874,1.979842,1.212194,-0.100000,8.000,2.000,0,0
21,105,right_shoulder_pitch,1.588869,0.000000,1.587869,-0.100000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.076701,1,-0.076701,Cruise,traj_vel,-0.613610,2.471716,-0.150000,-0.306405,2.015311,1.267129,-0.100000,8.000,2.000,0,0
22,110,right_shoulder_pitch,1.588869,0.000000,1.587369,-0.100000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.076701,1,-0.076701,Cruise,traj_vel,-0.613610,2.471716,-0.150000,-0.279804,2.041912,1.362348,-0.100000,8.000,2.000,0,0
23,115,right_shoulder_pitch,1.588486,-0.023969,1.586869,-0.100000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.076318,1,-0.076318,Cruise,traj_vel,-0.610542,2.471733,-0.150000,-0.247869,2.073865,1.428266,-0.100000,8.000,2.000,0,0
24,120,right_shoulder_pitch,1.588102,-0.023969,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.075934,1,-0.075934,Hold,settle,-0.607474,2.471750,-0.150000,0.000000,2.321750,1.441083,0.000000,8.000,2.000,1,0
25,125,right_shoulder_pitch,1.588102,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.075934,1,-0.075934,Hold,settle,-0.607474,2.471750,-0.150000,0.000000,2.321750,1.472214,0.000000,8.000,2.000,1,0
26,130,right_shoulder_pitch,1.587719,-0.023968,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.075551,1,-0.075551,Hold,settle,-0.604406,2.471766,-0.150000,0.000000,2.321766,1.682789,0.000000,8.000,2.000,1,0
27,135,right_shoulder_pitch,1.587719,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.075551,1,-0.075551,Hold,settle,-0.604406,2.471766,-0.150000,0.000000,2.321766,1.675465,0.000000,8.000,2.000,1,0
28,140,right_shoulder_pitch,1.587719,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.075551,1,-0.075551,Hold,settle,-0.604406,2.471766,-0.150000,0.000000,2.321766,1.699272,0.000000,8.000,2.000,1,0
29,145,right_shoulder_pitch,1.587719,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.075551,1,-0.075551,Hold,settle,-0.604406,2.471766,-0.150000,0.000000,2.321766,1.724907,0.000000,8.000,2.000,1,0
30,150,right_shoulder_pitch,1.587719,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.075551,1,-0.075551,Hold,settle,-0.604406,2.471766,-0.150000,0.000000,2.321766,1.715752,0.000000,8.000,2.000,1,0
31,155,right_shoulder_pitch,1.587719,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.075551,1,-0.075551,Hold,settle,-0.604406,2.471766,-0.150000,0.000000,2.321766,1.675465,0.000000,8.000,2.000,1,0
32,160,right_shoulder_pitch,1.588102,0.023962,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.075934,1,-0.075934,Hold,settle,-0.607474,2.471750,-0.150000,0.000000,2.321750,1.699272,0.000000,8.000,2.000,1,0
33,165,right_shoulder_pitch,1.588102,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.075934,1,-0.075934,Hold,settle,-0.607474,2.471750,-0.150000,0.000000,2.321750,1.690114,0.000000,8.000,2.000,1,0
34,170,right_shoulder_pitch,1.588486,0.023968,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.076318,1,-0.076318,Hold,settle,-0.610542,2.471733,-0.150000,0.000000,2.321733,1.637013,0.000000,8.000,2.000,1,0
35,175,right_shoulder_pitch,1.588869,0.023968,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.076701,1,-0.076701,Hold,settle,-0.613610,2.471716,-0.150000,0.000000,2.321716,1.660817,0.000000,8.000,2.000,1,0
36,180,right_shoulder_pitch,1.589636,0.047939,1.589136,-0.100000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.077468,1,-0.077468,Cruise,traj_vel,-0.619746,2.471681,-0.150000,-0.243572,2.078109,1.684620,-0.100000,8.000,2.000,0,0
37,185,right_shoulder_pitch,1.590403,0.047935,1.588636,-0.100000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.078235,1,-0.078235,Cruise,traj_vel,-0.625882,2.471645,-0.150000,-0.256647,2.064998,1.691945,-0.100000,8.000,2.000,0,0
38,190,right_shoulder_pitch,1.590403,0.000000,1.588136,-0.100000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.078235,1,-0.078235,Cruise,traj_vel,-0.625882,2.471645,-0.150000,-0.242485,2.079160,1.578416,-0.100000,8.000,2.000,0,0
39,195,right_shoulder_pitch,1.590403,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.078235,1,-0.078235,Hold,settle,-0.625882,2.471645,-0.150000,0.000000,2.321645,1.477708,0.000000,8.000,2.000,1,0
40,200,right_shoulder_pitch,1.590403,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.078235,1,-0.078235,Hold,settle,-0.625882,2.471645,-0.150000,0.000000,2.321645,1.453900,0.000000,8.000,2.000,1,0
41,205,right_shoulder_pitch,1.590787,0.023963,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.078619,1,-0.078619,Hold,settle,-0.628950,2.471626,-0.150000,0.000000,2.321626,1.611378,0.000000,8.000,2.000,1,0
42,210,right_shoulder_pitch,1.590787,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.078619,1,-0.078619,Hold,settle,-0.628950,2.471626,-0.150000,0.000000,2.321626,1.616871,0.000000,8.000,2.000,1,0
43,215,right_shoulder_pitch,1.591554,0.047937,1.591054,-0.100000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.079386,1,-0.079386,Cruise,traj_vel,-0.635086,2.471587,-0.150000,-0.240790,2.080798,1.569260,-0.100000,8.000,2.000,0,0
44,220,right_shoulder_pitch,1.592704,0.071908,1.590554,-0.100000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Cruise,traj_vel,-0.644290,2.471527,-0.150000,-0.266546,2.054980,1.691945,-0.100000,8.000,2.000,0,0
45,225,right_shoulder_pitch,1.593088,0.023967,1.590054,-0.100000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080920,1,-0.080920,Cruise,traj_vel,-0.647358,2.471506,-0.150000,-0.261893,2.059612,1.582081,-0.100000,8.000,2.000,0,0
46,230,right_shoulder_pitch,1.593471,0.023970,1.589554,-0.100000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.081303,1,-0.081303,Cruise,traj_vel,-0.650426,2.471485,-0.150000,-0.258405,2.063080,1.455731,-0.100000,8.000,2.000,0,0
47,235,right_shoulder_pitch,1.593471,0.000000,1.589054,-0.100000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.081303,1,-0.081303,Cruise,traj_vel,-0.650426,2.471485,-0.150000,-0.243804,2.077681,1.461225,-0.100000,8.000,2.000,0,0
48,240,right_shoulder_pitch,1.593088,-0.023967,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080920,1,-0.080920,Hold,settle,-0.647358,2.471506,-0.150000,0.000000,2.321506,1.452069,0.000000,8.000,2.000,1,0
49,245,right_shoulder_pitch,1.592704,-0.023966,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.503342,0.000000,8.000,2.000,1,0
50,250,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.615040,0.000000,8.000,2.000,1,0
51,255,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.626027,0.000000,8.000,2.000,1,0
52,260,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.640675,0.000000,8.000,2.000,1,0
53,265,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.737725,0.000000,8.000,2.000,1,0
54,270,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.668141,0.000000,8.000,2.000,1,0
55,275,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.657155,0.000000,8.000,2.000,1,0
56,280,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.664479,0.000000,8.000,2.000,1,0
57,285,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.708428,0.000000,8.000,2.000,1,0
58,290,right_shoulder_pitch,1.592321,-0.023969,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080153,1,-0.080153,Hold,settle,-0.641222,2.471547,-0.150000,0.000000,2.321547,1.649830,0.000000,8.000,2.000,1,0
59,295,right_shoulder_pitch,1.592704,0.023969,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.732231,0.000000,8.000,2.000,1,0
60,300,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.679127,0.000000,8.000,2.000,1,0
61,305,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.693776,0.000000,8.000,2.000,1,0
62,310,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.713921,0.000000,8.000,2.000,1,0
63,315,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.723076,0.000000,8.000,2.000,1,0
64,320,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.710259,0.000000,8.000,2.000,1,0
65,325,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.677296,0.000000,8.000,2.000,1,0
66,330,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.644337,0.000000,8.000,2.000,1,0
67,335,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.704766,0.000000,8.000,2.000,1,0
68,340,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.704766,0.000000,8.000,2.000,1,0
69,345,right_shoulder_pitch,1.592321,-0.023969,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080153,1,-0.080153,Hold,settle,-0.641222,2.471547,-0.150000,0.000000,2.321547,1.646168,0.000000,8.000,2.000,1,0
70,350,right_shoulder_pitch,1.592321,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080153,1,-0.080153,Hold,settle,-0.641222,2.471547,-0.150000,0.000000,2.321547,1.697438,0.000000,8.000,2.000,1,0
71,355,right_shoulder_pitch,1.592704,0.023975,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.655324,0.000000,8.000,2.000,1,0
72,360,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.691945,0.000000,8.000,2.000,1,0
73,365,right_shoulder_pitch,1.592321,-0.023976,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080153,1,-0.080153,Hold,settle,-0.641222,2.471547,-0.150000,0.000000,2.321547,1.682789,0.000000,8.000,2.000,1,0
74,370,right_shoulder_pitch,1.592704,0.023969,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.675465,0.000000,8.000,2.000,1,0
75,375,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.605885,0.000000,8.000,2.000,1,0
76,380,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.640675,0.000000,8.000,2.000,1,0
77,385,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.642506,0.000000,8.000,2.000,1,0
78,390,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.693776,0.000000,8.000,2.000,1,0
79,395,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.677296,0.000000,8.000,2.000,1,0
80,400,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.662648,0.000000,8.000,2.000,1,0
81,405,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.671803,0.000000,8.000,2.000,1,0
82,410,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.701103,0.000000,8.000,2.000,1,0
83,415,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.688282,0.000000,8.000,2.000,1,0
84,420,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.708428,0.000000,8.000,2.000,1,0
85,425,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.706597,0.000000,8.000,2.000,1,0
86,430,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.635182,0.000000,8.000,2.000,1,0
87,435,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.748711,0.000000,8.000,2.000,1,0
88,440,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.693776,0.000000,8.000,2.000,1,0
89,445,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.693776,0.000000,8.000,2.000,1,0
90,450,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.618702,0.000000,8.000,2.000,1,0
91,455,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.655324,0.000000,8.000,2.000,1,0
92,460,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.664479,0.000000,8.000,2.000,1,0
93,465,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.677296,0.000000,8.000,2.000,1,0
94,470,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.653492,0.000000,8.000,2.000,1,0
95,475,right_shoulder_pitch,1.592321,-0.023968,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080153,1,-0.080153,Hold,settle,-0.641222,2.471547,-0.150000,0.000000,2.321547,1.737725,0.000000,8.000,2.000,1,0
96,480,right_shoulder_pitch,1.592704,0.023969,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.691945,0.000000,8.000,2.000,1,0
97,485,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.679127,0.000000,8.000,2.000,1,0
98,490,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.710259,0.000000,8.000,2.000,1,0
99,495,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.704766,0.000000,8.000,2.000,1,0
100,500,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.673634,0.000000,8.000,2.000,1,0
101,505,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.669972,0.000000,8.000,2.000,1,0
102,510,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.664479,0.000000,8.000,2.000,1,0
103,515,right_shoulder_pitch,1.592704,0.000000,1.512168,0.000000,1.512168,1.512168,1.512168,-0.872665,3.141593,-0.080536,1,-0.080536,Hold,settle,-0.644290,2.471527,-0.150000,0.000000,2.321527,1.666310,0.000000,8.000,2.000,1,0
